H00024 NP_003318.1 TNR4_HUMAN
H15306 NP_001154825.1 KCMA1_HUMAN
H15307 NP_004738.3 DLG5_HUMAN
H15309 NP_001135757.1 RS24_HUMAN
H15310 NP_001017.1 RS24_HUMAN
H15312 NP_148982.1 RS24_HUMAN
H15313 NP_001135755.1 RS24_HUMAN
H15315 NP_065071.1 ZMIZ1_HUMAN
H15319 NP_001092138.1 SFPA2_HUMAN
H15320 NP_001087239.2 SFTA1_HUMAN
H15322 NP_001158116.1 SFTA1_HUMAN
H15324 NP_005402.3 SFTA1_HUMAN
H15325 NP_001158119.1 SFTA1_HUMAN
H15326 NP_003010.4 SFTPD_HUMAN
H15349 NP_002912.2 RGR_HUMAN
H15350 NP_001012740.1 RGR_HUMAN
H15351 NP_001012738.1 RGR_HUMAN
H15357 NP_001073583.1 LDB3_HUMAN
H15358 NP_009009.1 LDB3_HUMAN
H15359 NP_001165081.1 LDB3_HUMAN
H15360 NP_001073584.1 LDB3_HUMAN
H15361 NP_001073585.1 LDB3_HUMAN
H15362 NP_001165082.1 LDB3_HUMAN
H15363 NP_004320.2 BMR1A_HUMAN
H15369 NP_005262.1 DHE3_HUMAN
H15380 NP_000305.3 PTEN_HUMAN
H15381 NP_060833.1 RNLS_HUMAN
H15382 NP_001026879.2 RNLS_HUMAN
H15390 NP_001135417.1 ACTA_HUMAN
H15391 NP_001604.1 ACTA_HUMAN
H15392 NP_000034.1 TNR6_HUMAN
H15393 NP_690610.1 TNR6_HUMAN
H15394 NP_690611.1 TNR6_HUMAN
H15396 NP_001121077.1 LICH_HUMAN
H15397 NP_000226.2 LICH_HUMAN
H15414 NP_055206.2 ANKR1_HUMAN
H15426 NP_004960.2 IDE_HUMAN
H15427 NP_001159418.1 IDE_HUMAN
H15429 NP_002720.1 HHEX_HUMAN
H15430 NP_001013870.1 EXOC6_HUMAN
H15431 NP_061926.3 EXOC6_HUMAN
H15441 NP_006195.3 PDE6C_HUMAN
H15443 NP_005088.1 LGI1_HUMAN
H15446 NP_057425.3 PLCE1_HUMAN
H15447 NP_001159451.1 PLCE1_HUMAN
H15453 NP_000760.1 CP2CJ_HUMAN
H15454 NP_000762.2 CP2C9_HUMAN
H15455 NP_000761.3 CP2C8_HUMAN
H15458 NP_006425.2 SRBS1_HUMAN
H15459 NP_056200.1 SRBS1_HUMAN
H15460 NP_001030126.1 SRBS1_HUMAN
H15461 NP_001030127.1 SRBS1_HUMAN
H15462 NP_001030128.1 SRBS1_HUMAN
H15463 NP_079267.1 SRBS1_HUMAN
H15464 NP_001030129.1 SRBS1_HUMAN
H15483 NP_037446.1 BLNK_HUMAN
H15484 NP_001107566.1 BLNK_HUMAN
H15535 NP_000186.2 HPS1_HUMAN
H15536 NP_872577.1 HPS1_HUMAN
H15542 NP_002070.1 AATC_HUMAN
H15543 NP_660328.2 NKX23_HUMAN
H15546 NP_004367.2 COX15_HUMAN
H15547 NP_510870.1 COX15_HUMAN
H15549 NP_000383.1 MRP2_HUMAN
H15550 NP_056036.1 DNMBP_HUMAN
H15564 NP_003981.2 PAX2_HUMAN
H15565 NP_003980.2 PAX2_HUMAN
H15566 NP_003978.2 PAX2_HUMAN
H15567 NP_000269.2 PAX2_HUMAN
H15568 NP_003979.2 PAX2_HUMAN
H15576 NP_068602.2 PEO1_HUMAN
H15577 NP_001157284.1 PEO1_HUMAN
H15585 NP_005512.1 TLX1_HUMAN
H15593 NP_071322.1 FBXW4_HUMAN
H15594 NP_149354.1 FGF8_HUMAN
H15595 NP_149355.1 FGF8_HUMAN
H15596 NP_149353.1 FGF8_HUMAN
H15597 NP_006110.1 FGF8_HUMAN
H15609 NP_079023.2 HPS6_HUMAN
H15615 NP_005020.1 PITX3_HUMAN
H15617 NP_002493.3 NFKB2_HUMAN
H15618 NP_001070962.1 NFKB2_HUMAN
H15627 NP_057253.2 SUFU_HUMAN
H15628 NP_001171604.1 SUFU_HUMAN
H15634 NP_000093.1 CP17A_HUMAN
H15658 NP_000485.3 COHA1_HUMAN
H15662 NP_004823.1 GSTO1_HUMAN
H15663 NP_001177931.1 GSTO1_HUMAN
H15664 NP_001177932.1 GSTO1_HUMAN
H15677 NP_058432.1 ADDG_HUMAN
H15678 NP_001112.2 ADDG_HUMAN
H15679 NP_063968.1 ADDG_HUMAN
H15680 NP_569157.2 MXI1_HUMAN
H15681 NP_005953.4 MXI1_HUMAN
H15682 NP_001008541.1 MXI1_HUMAN
H15685 NP_005436.1 SMC3_HUMAN
H15690 NP_000672.3 ADA2A_HUMAN
H15700 NP_001139746.1 TF7L2_HUMAN
H15701 NP_001139755.1 TF7L2_HUMAN
H15702 NP_001139756.1 TF7L2_HUMAN
H15703 NP_001139758.1 TF7L2_HUMAN
H15704 NP_004123.1 HABP2_HUMAN
H15705 NP_001171131.1 HABP2_HUMAN
H15708 NP_203124.1 CASP7_HUMAN
H15709 NP_001218.1 CASP7_HUMAN
H15710 NP_203125.1 CASP7_HUMAN
H15711 NP_203126.1 CASP7_HUMAN
H15718 NP_000675.1 ADRB1_HUMAN
H15744 NP_001120683.1 SHOT1_HUMAN
H15745 NP_060800.2 SHOT1_HUMAN
H15748 NP_862823.1 KCNKI_HUMAN
H15749 NP_003045.2 VMAT2_HUMAN
H15751 NP_004089.1 EMX2_HUMAN
H15752 NP_001159396.1 EMX2_HUMAN
H15756 NP_004239.1 PRLHR_HUMAN
H15759 NP_003741.1 EIF3A_HUMAN
H15769 NP_004272.2 BAG3_HUMAN
H15774 NP_060587.8 WDR11_HUMAN
H15776 NP_001138387.1 FGFR2_HUMAN
H15777 NP_075259.4 FGFR2_HUMAN
H15778 NP_000132.3 FGFR2_HUMAN
H15779 NP_001138386.1 FGFR2_HUMAN
H15780 NP_001138388.1 FGFR2_HUMAN
H15781 NP_001138389.1 FGFR2_HUMAN
H15782 NP_001138390.1 FGFR2_HUMAN
H15783 NP_001138385.1 FGFR2_HUMAN
H15784 NP_001138391.1 FGFR2_HUMAN
H15796 NP_067635.2 PKHA1_HUMAN
H15797 NP_001001974.1 PKHA1_HUMAN
H15799 NP_002766.1 HTRA1_HUMAN
H15800 NP_004397.2 DMBT1_HUMAN
H15801 NP_015568.2 DMBT1_HUMAN
H15802 NP_060049.2 DMBT1_HUMAN
H15810 NP_001600.1 ACDSB_HUMAN
H15896 NP_000764.1 CP2E1_HUMAN
H15933 NP_001123914.1 RASH_HUMAN
H15934 NP_005334.1 RASH_HUMAN
H15935 NP_789765.1 RASH_HUMAN
H15949 NP_000788.2 DRD4_HUMAN
H15963 NP_065109.1 PLPL2_HUMAN
H15983 NP_005952.2 MUC6_HUMAN
H15986 NP_061882.2 TOLIP_HUMAN
H15998 NP_001900.1 CATD_HUMAN
H16003 NP_002330.1 LSP1_HUMAN
H16004 NP_001013271.1 LSP1_HUMAN
H16005 NP_001013272.1 LSP1_HUMAN
H16006 NP_001013273.1 LSP1_HUMAN
H16012 NP_001121070.1 IGF2_HUMAN
H16013 NP_001007140.2 IGF2_HUMAN
H16014 NP_000603.1 IGF2_HUMAN
H16015 NP_001035835.1 INSR2_HUMAN
H16019 NP_954986.2 TY3H_HUMAN
H16020 NP_000351.2 TY3H_HUMAN
H16021 NP_954987.2 TY3H_HUMAN
H16022 NP_005161.1 ASCL2_HUMAN
H16025 NP_004347.1 CD81_HUMAN
H16028 NP_000209.2 KCNQ1_HUMAN
H16029 NP_861463.1 KCNQ1_HUMAN
H16030 NP_000067.1 CDN1C_HUMAN
H16031 NP_001116102.1 CDN1C_HUMAN
H16032 NP_001116103.1 CDN1C_HUMAN
H16056 NP_624358.2 NUP98_HUMAN
H16057 NP_057404.2 NUP98_HUMAN
H16058 NP_624357.1 NUP98_HUMAN
H16059 NP_005378.4 NUP98_HUMAN
H16065 NP_001024.1 RIR1_HUMAN
H16067 NP_003132.2 RO52_HUMAN
H16096 NP_000509.1 HBB_HUMAN
H16099 NP_000175.1 HBG2_HUMAN
H16145 NP_795344.1 GASR_HUMAN
H16147 NP_000534.3 ASM_HUMAN
H16148 NP_001007594.2 ASM_HUMAN
H16149 NP_001155.1 APBB1_HUMAN
H16150 NP_663722.1 APBB1_HUMAN
H16163 NP_000382.3 TPP1_HUMAN
H16194 NP_002306.1 RBTN1_HUMAN
H16217 NP_112224.1 MTMRD_HUMAN
H16218 NP_001115.1 ADML_HUMAN
H16247 NP_001169.3 BMAL1_HUMAN
H16248 NP_001025443.1 BMAL1_HUMAN
H16249 NP_001025444.1 BMAL1_HUMAN
H16251 NP_000306.1 PTHY_HUMAN
H16254 NP_001170785.1 RRAS2_HUMAN
H16255 NP_036382.2 RRAS2_HUMAN
H16256 NP_001096139.1 RRAS2_HUMAN
H16257 NP_001170786.1 RRAS2_HUMAN
H16266 NP_001029125.1 CALCA_HUMAN
H16267 NP_001029124.1 CALC_HUMAN
H16268 NP_001732.1 CALC_HUMAN
H16284 NP_001159762.1 IRK11_HUMAN
H16285 NP_000343.2 ABCC8_HUMAN
H16286 NP_710142.1 USH1C_HUMAN
H16287 NP_005700.2 USH1C_HUMAN
H16294 NP_004170.1 TPH1_HUMAN
H16299 NP_001120852.1 SAA2_HUMAN
H16300 NP_110381.2 SAA2_HUMAN
H16301 NP_954630.1 SAA1_HUMAN
H16302 NP_000322.2 SAA1_HUMAN
H16303 NP_001171477.1 SAA1_HUMAN
H16304 NP_852608.1 HPS5_HUMAN
H16305 NP_852609.1 HPS5_HUMAN
H16306 NP_009147.3 HPS5_HUMAN
H16309 NP_001158886.1 LDHA_HUMAN
H16310 NP_001158887.1 LDHA_HUMAN
H16311 NP_005557.1 LDHA_HUMAN
H16312 NP_001128711.1 LDHA_HUMAN
H16313 NP_001158888.1 LDHA_HUMAN
H16331 NP_003467.1 CSRP3_HUMAN
H16372 NP_733927.1 BDNF_HUMAN
H16373 NP_001137281.1 BDNF_HUMAN
H16374 NP_733930.1 BDNF_HUMAN
H16375 NP_001137282.1 BDNF_HUMAN
H16376 NP_733928.1 BDNF_HUMAN
H16377 NP_733929.1 BDNF_HUMAN
H16378 NP_001700.2 BDNF_HUMAN
H16379 NP_733931.1 BDNF_HUMAN
H16380 NP_001137277.1 BDNF_HUMAN
H16381 NP_001137278.1 BDNF_HUMAN
H16382 NP_001137279.1 BDNF_HUMAN
H16383 NP_001137280.1 BDNF_HUMAN
H16384 NP_001137283.1 BDNF_HUMAN
H16385 NP_001137284.1 BDNF_HUMAN
H16386 NP_001137285.1 BDNF_HUMAN
H16387 NP_001137286.1 BDNF_HUMAN
H16388 NP_001137288.1 BDNF_HUMAN
H16406 NP_000271.1 PAX6_HUMAN
H16407 NP_001595.2 PAX6_HUMAN
H16408 NP_001121084.1 PAX6_HUMAN
H16439 NP_005565.2 RBTN2_HUMAN
H16440 NP_001135787.1 RBTN2_HUMAN
H16441 NP_001135788.1 RBTN2_HUMAN
H16447 NP_001743.1 CATA_HUMAN
H16451 NP_057041.2 MTNB_HUMAN
H16460 NP_004162.2 EAA2_HUMAN
H16474 NP_000439.1 RAG1_HUMAN
H16475 NP_000527.2 RAG2_HUMAN
H16491 NP_000392.3 EXT2_HUMAN
H16492 NP_001171554.1 EXT2_HUMAN
H16493 NP_997005.1 EXT2_HUMAN
H16494 NP_068745.2 ALX4_HUMAN
H16509 NP_005447.1 JIP1_HUMAN
H16511 NP_476515.1 PEX16_HUMAN
H16512 NP_004804.1 PEX16_HUMAN
H16544 NP_000098.1 DDB2_HUMAN
H16550 NP_569832.2 MADD_HUMAN
H16551 NP_569826.2 MADD_HUMAN
H16552 NP_569827.2 MADD_HUMAN
H16553 NP_569828.2 MADD_HUMAN
H16554 NP_569829.2 MADD_HUMAN
H16555 NP_003673.3 MADD_HUMAN
H16556 NP_001129415.1 MADD_HUMAN
H16557 NP_001129416.1 MADD_HUMAN
H16558 NP_569830.2 MADD_HUMAN
H16559 NP_569831.1 MADD_HUMAN
H16560 NP_000247.2 MYPC3_HUMAN
H16566 NP_116034.2 RAPSN_HUMAN
H16567 NP_005046.2 RAPSN_HUMAN
H16584 NP_002834.3 PTPRJ_HUMAN
H16585 NP_001091973.1 PTPRJ_HUMAN
H16599 NP_004467.1 FOLH1_HUMAN
H16600 NP_001014986.1 FOLH1_HUMAN
H16601 NP_001180401.1 FOLH1_HUMAN
H16602 NP_001180400.1 FOLH1_HUMAN
H16603 NP_001180402.1 FOLH1_HUMAN
H16671 NP_000053.2 IC1_HUMAN
H16672 NP_001027466.1 IC1_HUMAN
H16711 NP_000605.1 CNTF_HUMAN
H16745 NP_001053.2 TCO1_HUMAN
H16751 NP_000130.1 FCERB_HUMAN
H16767 NP_690605.1 CD20_HUMAN
H16768 NP_068769.2 CD20_HUMAN
H16786 NP_006716.3 CD6_HUMAN
H16787 NP_055022.2 CD5_HUMAN
H16805 NP_060311.1 SDHF2_HUMAN
H16816 NP_037534.3 FADS1_HUMAN
H16817 NP_004256.1 FADS2_HUMAN
H16820 NP_004174.1 BEST1_HUMAN
H16821 NP_001132915.1 BEST1_HUMAN
H16839 NP_000318.1 ROM1_HUMAN
H16850 NP_001116427.1 BSCL2_HUMAN
H16851 NP_116056.3 BSCL2_HUMAN
H16870 NP_000729.2 ACM1_HUMAN
H16914 NP_848537.1 URP2_HUMAN
H16915 NP_113659.3 URP2_HUMAN
H16944 NP_036226.1 PRDX5_HUMAN
H16945 NP_857634.1 PRDX5_HUMAN
H16946 NP_857635.1 PRDX5_HUMAN
H16947 NP_115627.6 CC88B_HUMAN
H16948 NP_001006945.1 KS6A4_HUMAN
H16949 NP_003933.1 KS6A4_HUMAN
H16951 NP_653186.2 S22AC_HUMAN
H16952 NP_700357.1 S22AC_HUMAN
H16959 NP_005600.1 PYGM_HUMAN
H16960 NP_001158188.1 PYGM_HUMAN
H16961 NP_973726.2 SF01_HUMAN
H16962 NP_973724.1 SF01_HUMAN
H16963 NP_973727.1 SF01_HUMAN
H16964 NP_001171501.1 SF01_HUMAN
H16965 NP_004621.2 SF01_HUMAN
H16966 NP_001171502.1 SF01_HUMAN
H16967 NP_004570.2 M4K2_HUMAN
H16968 NP_570711.1 MEN1_HUMAN
H16969 NP_000235.2 MEN1_HUMAN
H16970 NP_570714.1 MEN1_HUMAN
H16971 NP_570712.1 MEN1_HUMAN
H16972 NP_570713.1 MEN1_HUMAN
H16973 NP_570715.1 MEN1_HUMAN
H16974 NP_570716.1 MEN1_HUMAN
H17023 NP_006738.3 SIPA1_HUMAN
H17024 NP_694985.29 SIPA1_HUMAN
H17034 NP_005498.1 COF1_HUMAN
H17051 NP_444282.3 CTSR1_HUMAN
H17078 NP_078925.3 BBS1_HUMAN
H17087 NP_008877.1 SPTN2_HUMAN
H17091 NP_071504.2 PYC_HUMAN
H17092 NP_000911.2 PYC_HUMAN
H17093 NP_001035806.1 PYC_HUMAN
H17123 NP_003968.2 AIP_HUMAN
H17129 NP_000843.1 GSTP1_HUMAN
H17131 NP_009034.2 NDUV1_HUMAN
H17132 NP_001159574.1 NDUV1_HUMAN
H17142 NP_002487.1 NDUS8_HUMAN
H17150 NP_002326.2 LRP5_HUMAN
H17160 NP_001027017.1 CPT1A_HUMAN
H17161 NP_001867.2 CPT1A_HUMAN
H17164 NP_002171.2 SMBP2_HUMAN
H17170 NP_444284.1 CCND1_HUMAN
H17185 NP_001351.2 DHCR7_HUMAN
H17186 NP_001157289.1 DHCR7_HUMAN
H17223 NP_001558.3 SHIP2_HUMAN
H17229 NP_001035207.1 ARAP1_HUMAN
H17230 NP_056057.2 ARAP1_HUMAN
H17231 NP_001128662.1 ARAP1_HUMAN
H17258 NP_003346.2 UCP2_HUMAN
H17259 NP_003347.1 UCP3_HUMAN
H17260 NP_073714.1 UCP3_HUMAN
H17265 NP_005463.1 KCNE3_HUMAN
H17284 NP_001226.2 SERPH_HUMAN
H17289 NP_003360.2 UVRAG_HUMAN
H17295 NP_064578.2 EMSY_HUMAN
H17301 NP_004046.2 CAN5_HUMAN
H17303 NP_000251.3 MYO7A_HUMAN
H17304 NP_001120652.1 MYO7A_HUMAN
H17305 NP_001120651.2 MYO7A_HUMAN
H17307 NP_002567.3 PAK1_HUMAN
H17308 NP_001122092.1 PAK1_HUMAN
H17321 NP_536739.1 GAB2_HUMAN
H17322 NP_036428.1 GAB2_HUMAN
H17354 NP_009097.2 PICAL_HUMAN
H17355 NP_001008660.1 PICAL_HUMAN
H17365 NP_036325.2 FZD4_HUMAN
H17369 NP_001805.3 CATC_HUMAN
H17370 NP_001107645.1 CATC_HUMAN
H17371 NP_680475.1 CATC_HUMAN
H17372 NP_000833.1 GRM5_HUMAN
H17373 NP_001137303.1 GRM5_HUMAN
H17374 NP_000363.1 TYRO_HUMAN
H17393 NP_005950.1 MTR1B_HUMAN
H17421 NP_057240.3 MTMR2_HUMAN
H17422 NP_958435.1 MTMR2_HUMAN
H17423 NP_958438.1 MTMR2_HUMAN
H17424 NP_115803.1 MAML2_HUMAN
H17427 NP_055176.1 CNTN5_HUMAN
H17428 NP_780775.1 CNTN5_HUMAN
H17432 NP_004612.2 TRPC6_HUMAN
H17445 NP_002414.1 MMP7_HUMAN
H17446 NP_004762.2 MMP20_HUMAN
H17448 NP_002415.1 MMP8_HUMAN
H17450 NP_002412.1 MMP1_HUMAN
H17452 NP_002413.1 MMP3_HUMAN
H17453 NP_002417.2 MMP12_HUMAN
H17454 NP_002418.1 MMP13_HUMAN
H17456 NP_001073932.1 DYHC2_HUMAN
H17457 NP_001368.2 DYHC2_HUMAN
H17458 NP_149126.1 PDGFD_HUMAN
H17459 NP_079484.1 PDGFD_HUMAN
H17479 NP_000820.3 GRIA4_HUMAN
H17480 NP_001070711.2 GRIA4_HUMAN
H17481 NP_001070712.1 GRIA4_HUMAN
H17482 NP_001106283.1 GRIA4_HUMAN
H17495 NP_003469.2 CUL5_HUMAN
H17498 NP_000042.3 ATM_HUMAN
H17512 NP_006226.2 OBF1_HUMAN
H17523 NP_079016.2 ALG9_HUMAN
H17524 NP_001071158.1 ALG9_HUMAN
H17525 NP_001071160.1 ALG9_HUMAN
H17526 NP_001071159.1 ALG9_HUMAN
H17529 NP_001876.1 CRYAB_HUMAN
H17541 NP_002993.1 DHSD_HUMAN
H17542 NP_001553.1 IL18_HUMAN
H17546 NP_000308.1 PTPS_HUMAN
H17554 NP_000786.1 DRD2_HUMAN
H17555 NP_057658.2 DRD2_HUMAN
H17561 NP_000860.2 5HT3A_HUMAN
H17562 NP_998786.2 5HT3A_HUMAN
H17563 NP_001155244.1 5HT3A_HUMAN
H17564 NP_005997.2 ZBT16_HUMAN
H17565 NP_001018011.1 ZBT16_HUMAN
H17576 NP_116114.1 BUD13_HUMAN
H17577 NP_001153208.1 BUD13_HUMAN
H17578 NP_003895.1 ZPR1_HUMAN
H17579 NP_001160070.1 APOA5_HUMAN
H17580 NP_443200.2 APOA5_HUMAN
H17582 NP_000031.1 APOC3_HUMAN
H17583 NP_000030.1 APOA1_HUMAN
H17595 NP_036236.1 BACE1_HUMAN
H17596 NP_620427.1 BACE1_HUMAN
H17597 NP_620428.1 BACE1_HUMAN
H17598 NP_620429.1 BACE1_HUMAN
H17611 NP_001549.2 I10R1_HUMAN
H17616 NP_777594.1 SCN4B_HUMAN
H17617 NP_001135820.1 SCN4B_HUMAN
H17618 NP_001135821.1 SCN4B_HUMAN
H17631 NP_005924.2 KMT2A_HUMAN
H17647 NP_004388.2 DDX6_HUMAN
H17648 NP_001707.1 CXCR5_HUMAN
H17649 NP_116743.1 CXCR5_HUMAN
H17664 NP_000181.2 HEM3_HUMAN
H17665 NP_001019553.1 HEM3_HUMAN
H17667 NP_001373.2 GPT_HUMAN
H17678 NP_005179.2 CBL_HUMAN
H17681 NP_056460.1 C1QT5_HUMAN
H17682 NP_113621.1 MFRP_HUMAN
H17686 NP_976030.1 PVRL1_HUMAN
H17687 NP_002846.3 PVRL1_HUMAN
H17688 NP_976031.1 PVRL1_HUMAN
H17693 NP_056128.1 ARHGC_HUMAN
H17700 NP_003096.1 SORL_HUMAN
H17707 NP_006588.1 HSP7C_HUMAN
H17708 NP_694881.1 HSP7C_HUMAN
H17711 NP_001035241.1 SCN3B_HUMAN
H17712 NP_060870.1 SCN3B_HUMAN
H17748 NP_071765.2 ROBO3_HUMAN
H17757 NP_005094.1 FEZ1_HUMAN
H17758 NP_072043.1 FEZ1_HUMAN
H17762 NP_001265.2 CHK1_HUMAN
H17763 NP_001107593.1 CHK1_HUMAN
H17764 NP_001107594.1 CHK1_HUMAN
H17783 NP_058648.4 CDON_HUMAN
H17790 NP_001034750.1 TIRAP_HUMAN
H17791 NP_683708.1 TIRAP_HUMAN
H17795 NP_115920.1 KIRR3_HUMAN
H17796 NP_001155179.1 KIRR3_HUMAN
H17797 NP_001137292.1 ETS1_HUMAN
H17798 NP_005229.1 ETS1_HUMAN
H17799 NP_001155894.1 ETS1_HUMAN
H17800 NP_002008.2 FLI1_HUMAN
H17801 NP_001161153.1 FLI1_HUMAN
H17830 NP_001041674.1 NTRI_HUMAN
H17832 NP_001137530.1 NTRI_HUMAN
H17833 NP_057606.1 NTRI_HUMAN
H17834 NP_001137531.1 NTRI_HUMAN
H17835 NP_001012393.1 OPCM_HUMAN
H17836 NP_002536.1 OPCM_HUMAN
H17848 NP_055199.1 ACAD8_HUMAN
H17868 NP_057617.2 NINJ2_HUMAN
H17869 NP_001171914.1 WNK1_HUMAN
H17870 NP_061852.3 WNK1_HUMAN
H17871 NP_055638.2 WNK1_HUMAN
H17872 NP_998820.3 WNK1_HUMAN
H17874 NP_829883.1 RB6I2_HUMAN
H17875 NP_829884.1 RB6I2_HUMAN
H17879 NP_078827.2 ADR2_HUMAN
H17885 NP_001123304.1 CAC1C_HUMAN
H17886 NP_001123306.1 CAC1C_HUMAN
H17887 NP_001123307.1 CAC1C_HUMAN
H17888 NP_001123309.1 CAC1C_HUMAN
H17889 NP_001123310.1 CAC1C_HUMAN
H17890 NP_001123312.1 CAC1C_HUMAN
H17891 NP_001123313.1 CAC1C_HUMAN
H17892 NP_001123314.1 CAC1C_HUMAN
H17893 NP_001123315.1 CAC1C_HUMAN
H17894 NP_001123316.1 CAC1C_HUMAN
H17895 NP_001123318.1 CAC1C_HUMAN
H17896 NP_000710.5 CAC1C_HUMAN
H17897 NP_955630.2 CAC1C_HUMAN
H17898 NP_001123299.1 CAC1C_HUMAN
H17899 NP_001123301.1 CAC1C_HUMAN
H17900 NP_001123302.1 CAC1C_HUMAN
H17901 NP_001123303.1 CAC1C_HUMAN
H17902 NP_001123305.1 CAC1C_HUMAN
H17903 NP_001123308.1 CAC1C_HUMAN
H17904 NP_001123311.1 CAC1C_HUMAN
H17905 NP_001161095.1 CAC1C_HUMAN
H17906 NP_001161096.1 CAC1C_HUMAN
H17907 NP_001161097.1 CAC1C_HUMAN
H17929 NP_065689.1 FGF23_HUMAN
H17939 NP_000208.2 KCNA1_HUMAN
H17940 NP_002225.2 KCNA5_HUMAN
H17942 NP_001096124.1 NTF3_HUMAN
H17943 NP_002518.1 NTF3_HUMAN
H17945 NP_000543.2 VWF_HUMAN
H17950 NP_001056.1 TNR1A_HUMAN
H17951 NP_001153047.1 SCNNA_HUMAN
H17952 NP_001153048.1 SCNNA_HUMAN
H17953 NP_001029.1 SCNNA_HUMAN
H17954 NP_002333.1 TNR3_HUMAN
H17962 NP_002037.2 G3P_HUMAN
H18001 NP_002066.1 GBB3_HUMAN
H18013 NP_001931.2 ATN1_HUMAN
H18014 NP_001007027.1 ATN1_HUMAN
H18029 NP_000310.2 PEX5_HUMAN
H18030 NP_001124495.1 PEX5_HUMAN
H18031 NP_001124496.1 PEX5_HUMAN
H18032 NP_001124497.1 PEX5_HUMAN
H18033 NP_001124498.1 PEX5_HUMAN
H18060 NP_065712.1 AICDA_HUMAN
H18065 NP_002346.1 MPRD_HUMAN
H18067 NP_000005.2 A2MG_HUMAN
H18072 NP_037401.1 CLC2D_HUMAN
H18073 NP_001004419.1 CLC2D_HUMAN
H18075 NP_001772.1 CD69_HUMAN
H18088 NP_922938.1 CLC7A_HUMAN
H18089 NP_072092.2 CLC7A_HUMAN
H18090 NP_922941.1 CLC7A_HUMAN
H18091 NP_922939.1 CLC7A_HUMAN
H18092 NP_922940.1 CLC7A_HUMAN
H18093 NP_922945.1 CLC7A_HUMAN
H18094 NP_002534.1 OLR1_HUMAN
H18095 NP_001166103.1 OLR1_HUMAN
H18096 NP_001166104.1 OLR1_HUMAN
H18140 NP_001978.1 ETV6_HUMAN
H18145 NP_002327.2 LRP6_HUMAN
H18151 NP_004055.1 CDN1B_HUMAN
H18165 NP_000825.2 NMDE2_HUMAN
H18166 NP_060649.3 MCAF1_HUMAN
H18175 NP_000891.2 MGP_HUMAN
H18176 NP_001177768.1 MGP_HUMAN
H18179 NP_006196.1 CNCG_HUMAN
H18182 NP_002839.1 PTPRO_HUMAN
H18183 NP_109592.1 PTPRO_HUMAN
H18184 NP_109593.1 PTPRO_HUMAN
H18185 NP_109594.1 PTPRO_HUMAN
H18186 NP_109595.1 PTPRO_HUMAN
H18187 NP_109596.1 PTPRO_HUMAN
H18190 NP_057038.2 DEOC_HUMAN
H18192 NP_064696.1 MGST1_HUMAN
H18193 NP_665707.1 MGST1_HUMAN
H18194 NP_665734.1 MGST1_HUMAN
H18195 NP_665735.1 MGST1_HUMAN
H18207 NP_001107648.1 AEBP2_HUMAN
H18208 NP_694939.2 AEBP2_HUMAN
H18217 NP_006437.3 SO1B1_HUMAN
H18220 NP_000406.1 IAPP_HUMAN
H18226 NP_068776.2 GYS2_HUMAN
H18230 NP_064693.2 ABCC9_HUMAN
H18231 NP_005682.2 ABCC9_HUMAN
H18238 NP_008871.3 SOX5_HUMAN
H18239 NP_694534.1 SOX5_HUMAN
H18240 NP_821078.1 SOX5_HUMAN
H18248 NP_006143.2 LRMP_HUMAN
H18253 NP_004976.2 RASK_HUMAN
H18254 NP_203524.1 RASK_HUMAN
H18264 NP_005077.2 SSPN_HUMAN
H18265 NP_001129295.1 SSPN_HUMAN
H18266 NP_002214.2 ITPR2_HUMAN
H18268 NP_056448.1 FGOP2_HUMAN
H18269 NP_001165358.1 FGOP2_HUMAN
H18270 NP_001165359.1 FGOP2_HUMAN
H18316 NP_640334.2 FGD4_HUMAN
H18321 NP_001005242.2 PKP2_HUMAN
H18322 NP_004563.2 PKP2_HUMAN
H18328 NP_060111.2 KI21A_HUMAN
H18329 NP_001166934.1 KI21A_HUMAN
H18330 NP_001166935.1 KI21A_HUMAN
H18331 NP_001166936.1 KI21A_HUMAN
H18335 NP_940980.3 LRRK2_HUMAN
H18356 NP_694571.2 PRIC1_HUMAN
H18357 NP_001138353.1 PRIC1_HUMAN
H18358 NP_001138354.1 PRIC1_HUMAN
H18359 NP_001138355.1 PRIC1_HUMAN
H18404 NP_000367.1 VDR_HUMAN
H18405 NP_001017535.1 VDR_HUMAN
H18410 NP_149162.2 CO2A1_HUMAN
H18411 NP_001835.3 CO2A1_HUMAN
H18449 NP_066382.1 DHH_HUMAN
H18452 NP_006000.2 TBA1A_HUMAN
H18453 NP_116093.1 TBA1C_HUMAN
H18454 NP_006253.2 PERI_HUMAN
H18473 NP_000477.1 AQP2_HUMAN
H18496 NP_775873.2 DIP2B_HUMAN
H18497 NP_005162.1 ATF1_HUMAN
H18501 NP_001167597.1 NRAM2_HUMAN
H18502 NP_001167598.1 NRAM2_HUMAN
H18503 NP_001167596.1 NRAM2_HUMAN
H18504 NP_000608.1 NRAM2_HUMAN
H18505 NP_001167600.1 NRAM2_HUMAN
H18506 NP_001167599.1 NRAM2_HUMAN
H18507 NP_001167601.1 NRAM2_HUMAN
H18511 NP_005644.2 TFCP2_HUMAN
H18512 NP_001166923.1 TFCP2_HUMAN
H18513 NP_001166924.1 TFCP2_HUMAN
